gene,role,normal_mean,tumor_mean,change_pct,p_value
CCND1,SCAFFOLD,12.058376585776534,11.652880260856094,-3.3627770872469154,3.0165988827870357e-07
CDK4,SCAFFOLD,8.625822527785367,8.963490872533475,3.9146219813868885,2.5375574613578733e-06
CDK6,SCAFFOLD,7.4074654459041716,7.460677120582492,0.7183519797280041,0.16901851048597127
RB1,SCAFFOLD,6.2941093321871175,6.382793817909414,1.4090077093001523,0.13814434356266225
PTEN,SCAFFOLD,11.148897599534122,10.503084442181747,-5.792618970501278,4.408987794060949e-09
TP53,SCAFFOLD,6.505574889481759,6.755519412945207,3.8420051680222778,0.0012667458149413966
KRT8,LUMINAL,9.58128875658166,10.038173569771217,4.768511051039035,1.9550151845979874e-06
KRT18,LUMINAL,6.209697562583559,6.4502538776348874,3.87388133845354,0.0004434474896629354
KRT19,LUMINAL,10.424007368377065,9.490477313704922,-8.955577463463428,6.08065187587824e-08
CDH1,LUMINAL,11.460301897145712,11.961187280290389,4.3706124641395965,8.783684958495776e-07
EPCAM,LUMINAL,10.784775109308638,12.183115816380138,12.965877293672564,3.2819173236728593e-16
HOXB13,LUMINAL,7.871533393700283,8.345163518517877,6.016999498428699,8.25123595553728e-06
GATA2,LUMINAL,8.11781441283456,8.619667544700386,6.182121274814775,2.767283326555125e-05
GATA3,LUMINAL,6.855139609683347,6.324119077904945,-7.74631243145361,5.756480605980008e-12
KRT5,BASAL,8.337833016029236,6.9135430778931015,-17.08225549010132,3.2191066682151255e-15
KRT14,BASAL,7.79963418485715,6.84255852166535,-12.270776301918685,3.333350077353804e-09
TP63,BASAL,8.535528243339899,7.089857301950066,-16.937099851059138,1.921112201281543e-16
CD44,BASAL,10.77892305388216,10.45752198662346,-2.981754908649647,0.011440748159951874
ITGA6,BASAL,6.44506022274024,6.43953583051801,-0.08571513735028083,0.4509008184471084
NGFR,BASAL,6.165481783200883,6.111411933048309,-0.8769768860545133,0.041401140862093476
VIM,EMT,10.923469056624764,10.56744102175946,-3.2592945795858066,0.0032826588036533313
CDH2,EMT,7.7007479224137825,6.97427241240161,-9.433830549078154,9.945858181895356e-08
SNAI1,EMT,5.9261553073368365,5.8966493328459295,-0.4978940469949767,0.07586433185721013
SNAI2,EMT,7.855337765556926,7.005815777586513,-10.814582559330395,3.430341333860601e-10
TWIST1,EMT,6.83947703037998,7.448033074213039,8.89769848089174,6.789229941114959e-10
FN1,EMT,5.875102480888661,5.8988904811366485,0.40489506907101575,0.2650623228237271
ETV1,ERG,5.882806040116766,5.913733465050188,0.5257257288871632,0.2783014005916035
ETV4,ERG,6.478088779494829,6.503429890894868,0.3911819097053919,2.6013775868299813e-05
ETV5,ERG,8.306285559984346,7.687485028090681,-7.449786398805576,8.89642342283845e-09
SPDEF,ERG,10.233534602933753,11.115279193348739,8.616227184712962,5.373913707678259e-11
CHGA,NE,7.087717484729738,7.081713489460617,-0.08470985591703557,0.0018045843170133447
SYP,NE,6.133103319182103,6.338220263458495,3.3444234281014125,0.00010117006341176279
ENO2,NE,8.212975703746967,7.528342107820076,-8.335999284821257,5.292257539545679e-10
NCAM1,NE,6.956510175810984,6.460316907952665,-7.132790081780821,3.7588191791954674e-10
AURKA,PROG,6.680051992536314,7.055242191553984,5.616576030199666,1.9174354018152128e-07
SOX2,NE,6.400156326103317,6.224519199610372,-2.7442630702097284,1.4537917509902265e-05
PCNA,PROG,8.253540147192506,8.178707152984993,-0.9066775331912373,0.27830014259001973
TOP2A,PROG,6.504004321946271,7.03202895018202,8.118454448962327,2.247956134993233e-06
PLK1,PROG,6.4575583687200035,6.496850020003835,0.6084598704389255,0.41381628691252303
